,price,light-bold,smooth-tannic,dry-sweet,soft-acidic,alcohol_pct,residual_sugar_g/l,acidity_g/l,winery
350,370.95 kr.,85,25.2959,48.9118,23.705,,,,Masi
351,,42.6873,44.2869,21.3768,64.7581,,,,San Lorenzo
352,297.19 kr.,85,20.7827,50.1125,19.8862,,,,Rocca Sveva
353,398.39 kr.,50.9705,47.4537,5.77976,47.0571,,,,Paolo Bea
354,451.85 kr.,69.7897,76.627,0,85,,,,Renato Corino
355,275.62 kr.,64.3361,66.9107,0,74.4467,,,,Gigi Bianco
356,1077.29 kr.,47.4085,46.4683,13.5986,62.7394,,,,Salicutti
357,193.66 kr.,67.6061,39.4511,11.1579,26.5131,,,,Inama Azienda Agricola
358,170.35 kr.,42.6596,36.9539,12.5526,47.4291,,,,Conti Dagostino
359,707.61 kr.,52.0657,43.7064,11.7172,45.6351,,,,Luce della Vite
360,350 kr.,64.0576,73.6397,17.0294,81.6888,,,,Cascina Ballarin
361,2532.51 kr.,63.0966,85,0,85,,,,Giovanni Rosso
362,999 kr.,54.9538,41.6078,25.9834,39.9994,,,,Vicchiomaggio
363,108.33 kr.,44.0593,35.8916,5.75322,42.7402,,,,Banfi
364,975 kr.,61.4762,72.6724,5.51802,83.4324,,,,Luigi Oddero
365,365.57 kr.,65.4395,76.3169,15.7948,83.8017,,,,Nino Negri
366,662.92 kr.,63.812,76.2086,5.8434,81.419,,,,Renato Ratti
367,1265.88 kr.,64.2616,50.7181,21.333,45.2239,14.5,,,Luce della Vite
368,816.54 kr.,43.5465,42.5,0,42.5,,,,Ampeleia
369,415.33 kr.,84.2034,24.625,41.1229,19.3559,,,,Tony Sasa
370,509.46 kr.,45.9949,43.1858,11.8729,47.4422,,,,Vecchie Terre di Montefili
371,665.55 kr.,59.974,73.252,4.32138,85,,,,Parusso
372,250.83 kr.,63.2581,49.7041,7.03243,39.2622,,,,Leonucci
373,119 kr.,66.9779,19.93,46.0049,9.75425,,,,Menhir
374,417.12 kr.,48.3255,33.916,7.78988,46.1454,,,,Gualdo del Re
375,936.66 kr.,42.8464,38.3184,13.0504,53.3991,,,,Marramiero
376,247.66 kr.,85,25.9691,48.6697,25.3596,,,,Filippini
377,100.93 kr.,44.7701,41.9634,7.4652,61.5769,,,,Solatione
378,299 kr.,52.531,39.9848,9.60722,49.2432,,,,Fattoria Le Fonti
379,299 kr.,62.3094,77.9186,1.14389,85,,,,Travaglini
380,148.23 kr.,62.9344,17.8538,16.347,67.1735,,,,Stella Giuseppe
381,329.23 kr.,64.1163,79.6047,4.96752,83.4458,,,,Brezza
382,364.37 kr.,43.2697,53.7134,13.0046,63.5312,,,,Talenti
383,210.25 kr.,67.5,43.2843,10.1912,17.5,,,,Castello di Razzano
384,133.06 kr.,58.7789,33.9904,6.70192,64.4872,,,,Moretti Adimari
385,153.63 kr.,85,39.4012,39.9244,24.6919,,,,Salvatore Tamburello
386,221.51 kr.,59.3125,34.375,42.5,34.375,,,,Villa Morago
387,1074.48 kr.,44.25,30.0944,4.20556,33.8667,,,,Arnaldo-Caprai
388,335.19 kr.,63.2277,76.1518,12.7392,84.0955,,,,Fontanafredda
389,8007.20 kr.,64.1093,75.3074,7.48802,84.5199,14.5,,,Ceretto
390,325.48 kr.,57.3891,40.2984,0,36.7344,,,,La Casa di Bricciano
391,580.99 kr.,61.3044,53.5127,6.73665,38.7546,,,,Bressan
392,147.67 kr.,59.8443,37.0778,8.89858,21.5142,,,,Corte Fornaledo
393,,58.6005,31.8152,18.5679,42.0707,,,,Massimo Penna Viticoltore
394,278.37 kr.,68.4701,26.3392,44.5429,11.5832,,,,Luccarelli
395,288.74 kr.,69.0284,27.4294,47.7434,16.0956,,,,Terra Rossa
396,200 kr.,67.9415,23.4433,46.233,11.5024,,,,Luccarelli
397,297 kr.,85,23.5684,50.2442,24.1994,,,,Latium Morini
398,499 kr.,84.7483,44.4425,28.7637,27.8159,14.5,,,Argiolas
399,399 kr.,69.1797,24.5115,44.9038,12.8952,,,,Gianfranco Fino
400,366.97 kr.,65.7029,40.2779,27.4223,25.9072,15,,,Zýmē
401,343.13 kr.,72.2477,40.1285,40.8458,12.3084,,,,Vigneti di Theo
402,143.46 kr.,69.8202,19.9583,47.1006,10.2523,,,,San Marzano
403,495 kr.,65.6433,39.333,22.1928,24.3013,15,,,Allegrini
404,699 kr.,49.4961,55.6905,6.95484,63.8013,,,,Poggio Antico
405,425 kr.,85,23.9925,52.6952,22.2347,,,,Guerrieri Rizzardi
406,1340.74 kr.,61.7976,61.1084,1.94578,55.0452,13.5,,,Ornellaia
407,751.86 kr.,85,23.1243,48.9299,21.8885,,,,Masi
408,791.41 kr.,51.5146,45.3784,10.7964,47.8581,13.5,,,Capannelle
409,1127.90 kr.,69.5787,70.4075,17.2106,53.7697,15,,,Ornellaia
410,349 kr.,85,23.0279,48.0877,20.5514,15.4,,,Zeni
411,1395 kr.,64.9235,79.5282,9.73803,83.2193,,,,La Spinetta
412,636.11 kr.,50.6316,57.5672,11.7946,62.8929,14.5,,,Luce della Vite
413,550 kr.,47.6502,57.7254,6.17426,65.6425,13.5,,,Altesino
414,999 kr.,63.2333,78.2962,7.14421,85,,,,Pio Cesare
415,1264.85 kr.,59.735,57.8952,1.20659,48.6736,14.5,,,Ornellaia
416,439 kr.,85,25.8266,47.9462,22.6099,,,,Tenuta Sant'Antonio
417,700 kr.,53.296,42.5514,14.0395,44.6604,13.5,,,Petrolo
418,325 kr.,67.3321,40.3723,21.305,27.4313,14.5,,,Marion
419,323.79 kr.,85,22.3855,50.0064,24.0652,,,,Pieropan
420,334.78 kr.,65.9389,38.0306,22.89,25.2329,15,,,47 Anno Domini
421,339.98 kr.,70.1123,37.4056,26.1971,26.863,15.5,,,Endrizzi
422,512.46 kr.,62.8525,76.9915,7.53815,84.5381,,,,Paolo Scavino
423,895 kr.,54.5007,60.9617,14.2888,64.4741,15.5,,,Banfi
424,995 kr.,63.3424,71.066,6.65303,85,12.5,,,La Spinetta
425,460.32 kr.,84.6452,22.8527,51.6415,23.8758,,,,Cesari
426,294.77 kr.,85,38.5982,35.703,18.5691,,,,Selezione Fellini
427,257.19 kr.,84.7981,23.9557,49.45,21.7209,,,,Cecilia Beretta
428,599 kr.,48.9845,43.4645,12.4861,48.9202,,,,Castellare
429,364.23 kr.,60.4509,42.5278,4.82037,46.8389,,,,Luminosità
430,424.60 kr.,62.5591,66.3647,6.53459,75.8877,13.5,,,Fontanafredda
431,281.85 kr.,50.5468,42.7148,10.7758,47.2094,13.5,,,Banfi
432,1632.34 kr.,38.2546,43.9537,19.2037,46.5532,,,,Soldera
433,349 kr.,50.2612,50.4934,11.0517,65.7845,15.5,,,Pasetti
434,449.32 kr.,67.5,18.1921,53.6158,8.22986,,,,Antonio Ferrari
435,670.37 kr.,61.1936,72.609,13.1144,81.0686,,,,Renato Ratti
436,825 kr.,49.6674,58.8258,4.43623,66.1845,14.5,,,Mastrojanni
437,372 kr.,49.4081,55.0191,7.37733,62.9624,13.5,,,Donatella Cinelli Colombini
438,484.31 kr.,66.0009,84.2358,20.8929,85,,,,Travaglini
439,439 kr.,82.9605,29.8006,54.209,23.9765,,,,Cesari
440,260.70 kr.,83.2693,22.8009,49.3601,26.4857,15.5,12,5.7,Villabella
441,799 kr.,56.2623,56.4481,7.97405,67.3185,14.5,,,Ciacci Piccolomini d'Aragona
442,1810 kr.,63.851,75.3978,6.13928,85,,,,Elio Grasso
443,259 kr.,71.5213,24.5703,40.7024,9.2088,,,,Vigne di San Donaci
444,4373 kr.,57.9245,80.4228,5.46113,85,14,,,Giuseppe Rinaldi
445,1100 kr.,53.7008,43.9496,14.0595,48.0379,,,,Duemani
446,614.51 kr.,50.991,38.3446,23.6311,45.0391,14.5,,,Tenuta Castiglioni
447,484.16 kr.,62.2033,74.6788,7.0759,84.3366,,,,Ceretto
448,3314.98 kr.,64.3161,76.5522,9.30685,81.1802,,,,Aldo Conterno
449,222.71 kr.,64.2716,36.5946,20.2061,28.3931,,,,Brunelli
450,558.64 kr.,50.4591,42.3681,9.77805,47.8949,14.5,,,Bibi Graetz
451,669.63 kr.,55.2649,43.5241,12.5827,45.1627,14.5,,,Castello del Terriccio
452,1099 kr.,61.7726,77.1788,5.91016,81.5465,,,,Rocche dei Manzoni
453,553.11 kr.,49.0098,55.8168,9.57472,61.5424,,,,Lisini
454,244.13 kr.,84.7483,37.7752,37.3188,18.6409,,,,Franco Rizzello
455,758.84 kr.,61.458,75.302,9.56354,84.7752,,,,Alessandro e Gian Natale Fantino
456,538.16 kr.,45.3592,58.9939,8.55529,63.2708,14.5,,,Salicutti
457,662.92 kr.,85,19.6245,49.4807,18.4839,,,,Vaona
458,1324.78 kr.,64.7155,59.4533,2.70977,46.931,14.5,,,Ornellaia
459,1499 kr.,55.945,46.4526,16.8828,47.4667,14.5,,,Rocca di Frassinello
460,1299 kr.,64.4091,74.4124,9.84992,85,,,,La Spinetta
461,228.24 kr.,68.5984,26.7704,43.4258,13.148,14,,,Luccarelli
462,816.95 kr.,53.2972,55.3881,8.12224,61.5422,,,,Bueno
463,505.90 kr.,53.6256,42.64,7.52028,50.0239,14,,,Paolo Bea
464,358.16 kr.,52.2718,57.5189,8.67838,62.4879,,,,Cantine Leonardo da Vinci
465,754.69 kr.,52.3976,43.0176,12.1976,43.9086,15,,,Poggio Al Tesoro
466,379 kr.,52.9853,36.6338,10.7585,41.8219,14,,,Umberto Cesari
467,399 kr.,85,23.5632,50.2677,26.1005,,,,Farina
468,664.70 kr.,41.2258,34.3387,11.7823,57.8306,,,,Brigaldara
469,700 kr.,60.5943,68.5479,6.0179,83.8583,,,,Bruno Rocca
470,349 kr.,85,25.431,49.6146,25.97,,,,Venturini
471,140.78 kr.,72.7386,22.5343,38.0645,16.4976,,,,Maccone
472,383.60 kr.,42.3185,39.414,7.15318,49.2845,13.5,,,Poggio di Sotto
473,2044.63 kr.,51.1785,71.6627,12.0137,81.8247,14,,,Comm. G.B. Burlotto
474,591.56 kr.,85,24.2327,50.5844,21.8657,,,,Masi
475,156.75 kr.,71.5796,24.997,41.5962,15.8759,,,,Pliniana
476,679 kr.,58.8971,74.6984,10.305,82.4271,14.5,,,Cordero di Montezemolo
477,1180.55 kr.,61.8168,58.0795,7.96143,57.7008,,,,Aldo Conterno
478,293.54 kr.,85,22.0059,47.7161,22.6701,,,,Fattori
479,361.11 kr.,39.9238,39.4481,12.7462,46.6585,,,,Tenuta delle Macchie
480,385.87 kr.,67.9026,21.1846,36.5756,9.54796,,,,Cantele
481,510.23 kr.,66.6303,78.6886,9.80143,83.2594,14.5,,,Mauro Molino
482,294.26 kr.,55.8673,40.4584,20.4358,44.315,13.5,,,Ruffino
483,408.39 kr.,67.8324,36.4802,12.0412,28.4282,,,,Anselmet
484,720.39 kr.,85,22.1595,45.4942,20.8303,,,,Villa Erbice
485,603.48 kr.,50.8685,34.1951,20.0007,55.4812,,,,Pasqua
486,588.10 kr.,51.5021,60.1618,10.2153,65.6548,,,,La Serena
487,502.76 kr.,67.1212,44.5984,25.2859,41.0561,,,,Severino Garofano
488,2569.75 kr.,63.4506,81.4231,10.3896,85,,,,Roberto Voerzio
489,671.64 kr.,57.6184,50.7151,13.4384,47.4497,14,,,Le Macchiole
490,322.09 kr.,67.7717,19.4018,52.3199,19.9428,,,,Gianfranco Fino
491,1700 kr.,63.4472,79.8002,14.2598,82.8616,,,,Roberto Voerzio
492,633.13 kr.,52.0247,40.6376,9.61045,44.899,,,,Le Macchiole
493,350 kr.,45.0106,56.9265,2.81061,64.8769,,,,Le Potazzine
494,455.65 kr.,66.1942,37.0071,22.0609,42.3058,,,,Giotto Bini - Serragghia
495,202.38 kr.,60.7071,49.5718,9.13475,44.2255,,,,Villa Mongalli
496,1773.13 kr.,57.6655,52.5426,5.80559,45.0686,13.5,,,Arnaldo-Caprai
497,669.03 kr.,45.5882,60.4274,8.65894,66.2124,14.5,,,Siro Pacenti
498,437 kr.,85,20.3613,52.073,22.3614,,,,Roberto Mazzi
499,540.28 kr.,82.4765,24.5807,52.0242,27.6659,,,,Monte Dall'Ora
500,610.78 kr.,47.779,58.8047,9.36773,63.6244,,,,Mastrojanni
501,330 kr.,84.1444,18.651,49.3138,27.1657,,,,Tenute Fiorebelli
502,578 kr.,63.3535,77.216,8.39561,79.7502,,,,Parusso
503,899 kr.,84.0701,48.121,29.1226,31.0959,15.5,,,Passopisciaro
504,299 kr.,64.6116,40.7656,9.59083,42.6548,,,,Morami
505,857.55 kr.,50.8072,49.1518,4.22471,49.1268,13.5,,,Querciabella
506,597.93 kr.,61.1389,80.8667,1.11667,79.8222,,,,Moscone Brothers
507,766.08 kr.,61.1585,75.2203,0,81.3534,14,,,Prunotto
508,943.84 kr.,70.4375,62.625,9.1875,62.25,,,,Bueno
509,495 kr.,85,20.205,49.6773,25.8073,,,,La Giaretta
510,609 kr.,67.5697,35.4457,38.2306,15.8835,,,,Bussola
511,617.19 kr.,63.2997,72.2061,5.29899,82.2082,,,,Michele Chiarlo
512,521.40 kr.,66.6942,79.9938,6.85254,84.98,,,,Domenico Clerico
513,399.81 kr.,50.0281,57.6604,9.39147,67.1053,,,,Casanova di Neri
514,4078.79 kr.,60.0856,74.5124,14.8704,81.9777,0,,,Giuseppe Rinaldi
515,399 kr.,66.517,72.6477,9.86573,54.7731,,,,Podere Sapaio
516,484.16 kr.,55.3857,46.3499,15.3258,44.8824,,,,Casanova di Neri
517,207.35 kr.,85,36.571,36.7928,22.9377,,,,Castel di Salve
518,644.45 kr.,66.7592,65.069,9.2551,51.1567,,,,Michele Satta
519,452.17 kr.,52.845,53.7956,7.9781,63.151,,,,Il Valentiano
520,319.47 kr.,54.1052,43.5196,8.12649,47.0932,,,,Petra
521,240.90 kr.,65.4625,36.819,27.2219,24.6233,,,,Il Calepino
522,140.66 kr.,81.5441,42.0503,26.6212,29.1451,,,,Masseria Cardillo
523,268 kr.,46.3445,57.6859,7.43679,64.4293,,,,Donatella Cinelli Colombini
524,156.53 kr.,68.168,21.1574,45.0296,9.66955,,,,Varvaglione
525,1233.48 kr.,44.8253,53.9464,5.61702,61.7703,,,,Ruffino
526,186.05 kr.,69.3396,21.6666,42.9898,7.64344,,,,Luccarelli
527,340 kr.,82.445,20.6088,56.7568,22.8248,,,,Roberto Mazzi
528,222.90 kr.,62.0926,23.2944,12.8046,67.0051,,,,Scagliola
529,849 kr.,53.5209,40.8804,13.2174,45.3415,14,,,Mazzei
530,466.28 kr.,50.6223,66.066,0,67.9469,13,,,Castello Romitorio
531,823.07 kr.,55.0212,42.1841,12.2017,43.3746,14,,,Tenuta Argentiera
532,319.92 kr.,65.5029,40.914,20.9753,26.3711,14.5,,,Maculan
533,294.93 kr.,67.8592,30.3403,52.2206,13.6184,,,,Terre di San Vincenzo
534,397.01 kr.,75.5063,22.2405,43.9188,33.7331,,,,Eleva
535,672.69 kr.,47.9167,55.8788,0,64.3485,,,,Marcus Aurelius
536,214.45 kr.,74.7939,47.7939,23.8554,38.2461,,,,Caven
537,528 kr.,49.7191,60.6515,6.45695,62.9745,,,,Donatella Cinelli Colombini
538,1773.13 kr.,49.5053,47.5311,11.4145,47.5173,14.5,,,San Giusto a Rentennano
539,261.84 kr.,55.6424,34.8159,5.4467,37.5736,,,,Fattoria la Parrina
540,409 kr.,63.5355,78.2128,4.91967,85,,,,Abbona
541,536.90 kr.,60.8409,79.6588,12.255,81.6581,14,,,Renato Ratti
542,666.65 kr.,84.2927,28.0038,46.3219,25.1144,,,,Cesari
543,194.96 kr.,61.153,48.7086,12.5237,43.304,15.5,,,Villa Mongalli
544,895 kr.,46.9278,54.4048,7.79964,64.5289,0,,,San Filippo
545,882.28 kr.,63.8678,76.1314,6.06329,83.7723,,,,Gaja
546,112.40 kr.,47.8713,34.1996,19.0467,46.0717,,,,Guerrieri
547,107.36 kr.,65.273,40.7792,44.914,21.5119,,,,Bera
548,639.38 kr.,56.5607,42.6658,9.71204,47.5709,,,,Jacopo Biondi-Santi
549,397.95 kr.,85,24.3704,51.5081,20.7639,,,,Casa Vinicola Bennati
550,424.57 kr.,56.4729,62.4417,11.2693,85,,,,Piero Busso
551,212.87 kr.,77.7251,42.9993,20.3522,33.9073,14,,,Barone di Serramarrocco
552,669.05 kr.,49.162,56.8975,8.17935,64.3707,,,,Tassi
553,330.75 kr.,59.5491,58.9039,0,76.2188,,,,Rocche dei Barbari
554,418.92 kr.,55.97,45.6145,8.41909,48.5818,,,,Fuori Mondo
555,1117.28 kr.,46.6038,61.5286,14.0852,65.1017,,,,Castello di Ama
556,700 kr.,50.4767,39.8372,23.5163,46.9581,,,,Antinori
557,348 kr.,44.2008,56.8993,7.07998,57.7601,,,,Collelceto
558,568.71 kr.,62.4992,36.2669,28.5054,36.0399,,,,Russo
559,540.77 kr.,54.7658,56.6284,6.31533,65.5478,,,,Avignonesi
560,183.61 kr.,47.2752,61.5516,7.48134,61.592,,,,Baccinetti
561,260.15 kr.,53.9805,54.0757,4.47077,64.9015,,,,Poggio Alla Sala
562,594.35 kr.,56.25,44.9211,0,44.5066,,,,Antinori
563,390 kr.,62.9656,72.2133,11.5073,78.88,,,,Enzo Boglietti
564,391.27 kr.,84.9391,26.6878,50.4782,22.6339,,,,Nicolis
565,1242.87 kr.,60.6661,67.6604,10.2959,85,13,,,Bruno Giacosa
566,349.12 kr.,85,22.5533,53.239,20.3842,,,,Monte Faustino
567,528.10 kr.,71.2082,78.7696,17.5755,76.7359,,,,Dirupi
568,215.26 kr.,69.3021,20.5187,45.4705,10.3189,,,,San Marzano
569,600 kr.,50.7991,39.087,4.51451,44.7835,,,,Castello di Querceto
570,220.50 kr.,43.9527,50.073,7.31173,52.3971,,,,I Selvatici
571,409.67 kr.,84.3998,39.9554,30.2371,26.7491,,,,Duca di Salaparuta
572,669 kr.,61.1351,72.0394,0,85,,,,Orlando Abrigo
573,436.78 kr.,63.4362,78.8423,3.35622,84.1373,14.5,,,Andrea Oberto
574,355 kr.,84.1672,31.1986,43.4264,27.8259,,,,Corte Rugolin
575,287.91 kr.,85,32.7027,53.9865,21.3851,,,,Monte Cillario
576,549 kr.,51.1868,61.0695,7.43937,64.332,,,,Tenuta Il Poggione
577,295 kr.,49.4152,62.5263,9.87719,64.9167,,,,Montemercurio
578,120.15 kr.,64.4371,39.9862,44.4843,19.8048,,,,Ca'Montebello di Scarani Luigi
579,342.64 kr.,48.4493,31.7138,11.9022,43.4167,,,,Luiz Barichello
580,679 kr.,62.5436,38.4212,18.3724,25.5015,15,,,Elio Altare
581,246.89 kr.,49.9216,40.1863,27.4412,65.5392,,,,Biagi
582,376.25 kr.,62.1753,55.8492,5.11313,49.5363,,,,Azienda Agricola Lunelli
583,383.14 kr.,77.4237,20.2582,53.6849,20.3031,,,,Monte Faustino
584,307.52 kr.,84.8066,48.6193,27.4237,29.9743,,,,Eubea
585,192.40 kr.,85,25.1131,46.0986,27.8783,,,,Corte Figaretto
586,,66.7459,79.0004,1.61606,82.5195,,,,Bartolo Mascarello
587,6167.41 kr.,64.9949,77.437,4.59515,83.7491,,,,Conterno Fantino
588,350 kr.,58.8178,45.3238,2.7003,46.8871,15,1.7,6.8,I Sodi
589,695 kr.,63.689,79.3648,10.0208,85,,,,Pira Luigi
590,533.94 kr.,56.3784,67.5,0,68.6486,14.5,,,La Braccesca
591,1299 kr.,62.7286,77.2098,5.37828,84.0143,,,,Rocche dei Manzoni
592,633.13 kr.,83.9653,44.1081,32.1387,26.1409,,,,Feudi di San Gregorio
593,543.74 kr.,58.0066,67.8321,3.6071,85,,,,Bruno Rocca
594,,55.6947,44.8737,0,43.6,,,,Cantine Russo
595,707.61 kr.,54.7698,44.6173,10.7858,43.7797,,,,Collazzi
596,205.91 kr.,46.5162,57.0281,2.36048,66.0824,,,,Abbadia Ardenga
597,500 kr.,84.2151,25.4197,47.2198,26.5607,,,,Fabiano
598,243.70 kr.,73.8905,36.2676,40.5797,28.7743,,,,Lo Triolet
599,349.02 kr.,85,47.0792,15.4101,35.3381,15,,,Castellucci Miano
